ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
26,Ischia centro,21.05 per 7 giorni a Ischia centro,7,7,21/05/2023,28/05/2023,,280,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:49,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
27,Ischia centro,28.05 per 7 giorni a Ischia centro,7,7,28/05/2023,4/6/2023,,350,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:49,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
28,Ischia centro,11.06 per 7 giorni a Ischia centro,7,7,11/6/2023,18/06/2023,,350,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:49,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
29,Ischia centro,18.06 per 7 giorni a Ischia centro,7,7,18/06/2023,25/06/2023,,350,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:50,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
30,Ischia centro,02.07 per 7 giorni a Ischia centro,7,7,2/7/2023,9/7/2023,,420,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:50,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
31,Ischia centro,09.07 per 7 giorni a Ischia centro,7,7,9/7/2023,16/07/2023,,420,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:50,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
32,Ischia centro,30.07 per 7 giorni a Ischia centro,7,7,30/07/2023,6/8/2023,490,560,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:51,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
33,Ischia centro,06.08 per 7 giorni a Ischia centro,7,7,6/8/2023,13/08/2023,550,620,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,28/05/2023 20:45,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
34,Ischia centro,13.08 per 7 giorni a Ischia centro,7,7,13/08/2023,20/08/2023,700,770,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:51,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
35,Ischia centro,20.08 per 7 giorni a Ischia centro,7,7,20/08/2023,27/08/2023,700,770,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:52,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
36,Ischia centro,03.09 per 7 giorni a Ischia centro,7,7,3/9/2023,10/9/2023,455,525,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:52,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
37,Ischia centro,10.09 per 7 giorni a Ischia centro,7,7,10/9/2023,17/09/2023,455,525,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:53,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
38,Ischia centro,01.10 per 7 giorni a Ischia centro,7,7,1/10/2023,8/10/2023,,385,- La reception è sempre aperta  - Un Ristorante ricco di prodotti freschi di stagione con menù a base di carne e pesce  - Ristorazione con Servizio ai Tavoli - Le bevande ai Pasti sono incluse nel prezzo (1/4 di vino e 1/2 minerale) - Prima colazione a ,Totale offerta,incluse,,13/05/2023 13:53,Alexander Cannava,,3°/4° letto 2/12: sconto del 20% - 3°/4° letto da 12 anni: sconto del 10%,Yes,Sistemazione in camera standard - bevande incluse,,"Balcone Euro 10,00 per persona al giorno - Singola Euro 20,00 al giorno - Culla Euro 15,00 al giorno",- ISCHIA PORTO - 3 STELLE IN CENTRO - BEVANDE INCLUSE - TERME INTERNE -
56,Hotel-Beach Lido San Pietro shuttle,21.05 per 7 giorni al San Valentino,7,7,21/05/2023,28/05/2023,449,554,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:00,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
57,Hotel-Beach Lido San Pietro shuttle,04.06 per 7 giorni al San Valentino,7,7,4/6/2023,11/6/2023,449,554,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 13:59,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
58,Hotel-Beach Lido San Pietro shuttle,09.07 per 7 giorni al San Valentino,7,7,9/7/2023,16/07/2023,499,604,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:01,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
59,Hotel-Beach Lido San Pietro shuttle,30.07 per 7 giorni al San Valentino,7,7,30/07/2023,6/8/2023,549,654,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:01,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
60,Hotel-Beach Lido San Pietro shuttle,06.08 per 7 giorni al San Valentino,7,7,6/8/2023,13/08/2023,699,804,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:02,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
61,Hotel-Beach Lido San Pietro shuttle,06.08 per 7 giorni al San Valentino,7,7,13/08/2023,20/08/2023,799,804,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:02,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
62,Hotel-Beach Lido San Pietro shuttle,20.08 per 7 giorni al San Valentino,7,7,20/08/2023,27/08/2023,799,804,"WI-FI in tutto l'hotel - Internet Café - Colazione Continentale a scelta - 1 Serata danzante a settimana dal 1 Giugno al 20 Settembre - 1 Serata all'Ischitana con chitarra e mandolino - Uso gratuito delle piscine termali, di cui 2 interne ed 1 esterna ,con lettini ed ombrelloni fino ad esaurimento posti (senza diritto al posto/assegnazione e senza possibilità di prenotazione) - Navetta Hotel-Spiaggia Lido San Pietro ad orari prestabiliti dal 1/06 al 16/09 - Aria condizionata dal 15/06 al 15/09 - Percorso Benessere (bagno turco, doccia emozionale, sauna e Percorso Kneipp) - Servizio termale convenzionato con SSN",,non incluse,,13/05/2023 14:02,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2-12 anni: sconto 20% - 3°/4° letto dai 12 anni: sconto 10%,Yes,sistemazione in camera standard,,"Camera Superior Euro 5,00 per persona al giorno - Culla 0-2 anni non compiuti, pagamento in hotel, Euro 12,00 al giorno - Singola Standard Euro 15,00 al giorno - Doppia uso Singola Euro 30,00 al giorno",ISCHIA PORTO - TERME INTERNE - PISCINE
